household_id,number_persons,district,household_type_theoretical,household_type_generated,member_count,house_building_name,house_building_type
HH_3582,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,residential
HH_3583,1 persona,Norte,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,,yes
HH_3584,3 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,terrace
HH_3585,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,apartments
HH_3586,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,residential
HH_3587,4 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Madrid,city
HH_3588,2 personas,Polvoranca,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,,house
HH_3589,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_3590,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Fuenlabrada,city
HH_3591,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,semidetached_house
HH_3592,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Fuenlabrada,city
HH_3593,5 o mas personas,Fortuna,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,,yes
HH_3594,5 o mas personas,San Nicasio,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Alcorcon,city
HH_3595,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,house
HH_3596,5 o mas personas,Zarzaquemada,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Madrid,city
HH_3597,5 o mas personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,,yes
HH_3598,1 persona,Zarzaquemada,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,Mostoles,city
HH_3599,3 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,semidetached_house
HH_3600,3 personas,Sur,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,yes
HH_3601,3 personas,Carrascal,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,residential
HH_3602,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,apartments
HH_3603,2 personas,Norte,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,apartments
HH_3604,3 personas,Polvoranca,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,semidetached_house
HH_3605,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Madrid,city
HH_3606,1 persona,Zarzaquemada,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,,yes
HH_3607,3 personas,Carrascal,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,3,,yes
HH_3608,3 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Fuenlabrada,city
HH_3609,4 personas,San Nicasio,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,,yes
HH_3610,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Madrid,city
HH_3611,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Madrid,city
HH_3612,2 personas,Sur,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,Madrid,city
HH_3613,1 persona,Norte,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,apartments
HH_3614,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Alcorcon,city
HH_3615,2 personas,Norte,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,apartments
HH_3616,1 persona,Sur,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,yes
HH_3617,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Madrid,city
HH_3618,1 persona,Norte,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Madrid,city
HH_3619,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Madrid,city
HH_3620,4 personas,Carrascal,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,4,,semidetached_house
HH_3621,1 persona,San Nicasio,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,apartments
HH_3622,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Madrid,city
HH_3623,1 persona,San Nicasio,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,,semidetached_house
HH_3624,5 o mas personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,Madrid,city
HH_3625,1 persona,Zarzaquemada,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Mostoles,city
HH_3626,2 personas,Carrascal,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Getafe norte,city
HH_3627,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Getafe norte,city
HH_3628,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_3629,2 personas,Polvoranca,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,semidetached_house
HH_3630,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,semidetached_house
HH_3631,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Madrid,city
HH_3632,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Madrid,city
HH_3633,2 personas,Carrascal,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,,semidetached_house
HH_3634,1 persona,San Nicasio,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,,yes
HH_3635,1 persona,Polvoranca,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,semidetached_house
HH_3636,2 personas,Fortuna,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Fuenlabrada,city
HH_3637,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Madrid,city
HH_3638,1 persona,Carrascal,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,house
HH_3639,3 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,yes
HH_3640,4 personas,Carrascal,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,,house
HH_3641,4 personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,yes
HH_3642,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Madrid,city
HH_3643,3 personas,Norte,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,3,,yes
HH_3644,4 personas,Sur,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,4,,yes
HH_3645,3 personas,Zarzaquemada,Otro tipo de hogar,Otro tipo de hogar,3,Madrid,city
HH_3646,4 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,house
HH_3647,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,yes
HH_3648,1 persona,Polvoranca,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,house
HH_3649,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,apartments
HH_3650,3 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,yes
HH_3651,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Madrid,city
HH_3652,1 persona,Carrascal,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,apartments
HH_3653,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,semidetached_house
HH_3654,2 personas,San Nicasio,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,,house
HH_3655,3 personas,Zarzaquemada,Otro tipo de hogar,Otro tipo de hogar,3,,apartments
HH_3656,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_3657,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,apartments
HH_3658,2 personas,Zarzaquemada,Otro tipo de hogar,Otro tipo de hogar,2,,apartments
HH_3659,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,apartments
HH_3660,2 personas,Norte,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_3661,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Mostoles,city
HH_3662,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,apartments
HH_3663,3 personas,Zarzaquemada,Otro tipo de hogar,Otro tipo de hogar,3,,apartments
HH_3664,2 personas,Carrascal,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,,house
HH_3665,2 personas,Fortuna,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Getafe norte,city
HH_3666,2 personas,Norte,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_3667,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,apartments
HH_3668,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_3669,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,,residential
HH_3670,3 personas,Carrascal,Otro tipo de hogar,Otro tipo de hogar,3,,house
HH_3671,3 personas,Carrascal,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,yes
HH_3672,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_3673,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Madrid,city
HH_3674,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,semidetached_house
HH_3675,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Madrid,city
HH_3676,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,semidetached_house
HH_3677,3 personas,Norte,Otro tipo de hogar,Otro tipo de hogar,3,Madrid,city
HH_3678,5 o mas personas,Zarzaquemada,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Madrid,city
HH_3679,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Alcorcon,city
HH_3680,1 persona,Fortuna,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,yes
HH_3681,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,residential
HH_3682,2 personas,Fortuna,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Madrid,city
HH_3683,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,,apartments
HH_3684,1 persona,Sur,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,yes
HH_3685,5 o mas personas,Zarzaquemada,Otro tipo de hogar,Otro tipo de hogar,5,,residential
HH_3686,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,apartments
HH_3687,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,apartments
HH_3688,1 persona,Norte,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,,apartments
HH_3689,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Centro Cultural Julián Besteiro,yes
HH_3690,1 persona,Norte,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,,apartments
HH_3691,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Madrid,city
HH_3692,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Fuenlabrada,city
HH_3693,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,terrace
HH_3694,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,4,Madrid,city
HH_3695,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,residential
HH_3696,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,,residential
HH_3697,1 persona,San Nicasio,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,semidetached_house
HH_3698,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,Fuenlabrada,city
HH_3699,1 persona,Sur,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Madrid,city
HH_3700,4 personas,Sur,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,4,,apartments
HH_3701,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Madrid,city
HH_3702,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Fuenlabrada,city
HH_3703,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Mostoles,city
HH_3704,1 persona,San Nicasio,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,semidetached_house
HH_3705,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,apartments
HH_3706,1 persona,Zarzaquemada,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Madrid,city
HH_3707,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Madrid,city
HH_3708,2 personas,Polvoranca,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,semidetached_house
HH_3709,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_3710,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,yes
HH_3711,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,residential
HH_3712,1 persona,Norte,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,,yes
HH_3713,3 personas,Zarzaquemada,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,3,Madrid,city
HH_3714,2 personas,Norte,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_3715,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Conalsa,yes
HH_3716,2 personas,Fortuna,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_3717,1 persona,San Nicasio,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Madrid,city
HH_3718,1 persona,San Nicasio,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,house
HH_3719,2 personas,Carrascal,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,Madrid,city
HH_3720,1 persona,Carrascal,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Madrid,city
HH_3721,2 personas,San Nicasio,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,Mostoles,city
HH_3722,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Fuenlabrada,city
HH_3723,2 personas,Fortuna,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,,yes
HH_3724,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Mostoles,city
HH_3725,1 persona,Sur,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Mas Automoviles,yes
HH_3726,1 persona,Polvoranca,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,semidetached_house
HH_3727,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,apartments
HH_3728,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,yes
HH_3729,1 persona,San Nicasio,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,,semidetached_house
HH_3730,3 personas,Norte,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,3,,yes
HH_3731,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,residential
HH_3732,1 persona,San Nicasio,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,semidetached_house
HH_3733,1 persona,Polvoranca,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,house
HH_3734,4 personas,Zarzaquemada,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,Getafe norte,city
HH_3735,1 persona,San Nicasio,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,Mostoles,city
HH_3736,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,apartments
HH_3737,1 persona,Zarzaquemada,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,apartments
HH_3738,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,semidetached_house
HH_3739,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Fuenlabrada,city
HH_3740,1 persona,Polvoranca,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,,yes
HH_3741,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,residential
HH_3742,2 personas,Fortuna,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_3743,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,detached
HH_3744,1 persona,Norte,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,,apartments
HH_3745,2 personas,San Nicasio,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,,semidetached_house
HH_3746,3 personas,Carrascal,Otro tipo de hogar,Otro tipo de hogar,3,Madrid,city
HH_3747,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,yes
HH_3748,3 personas,Zarzaquemada,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,3,,residential
HH_3749,1 persona,San Nicasio,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,,terrace
HH_3750,1 persona,Sur,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,yes
HH_3751,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,,residential
HH_3752,1 persona,San Nicasio,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,semidetached_house
HH_3753,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,residential
HH_3754,3 personas,Sur,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,3,,yes
HH_3755,3 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Fuenlabrada,city
HH_3756,4 personas,Carrascal,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,,yes
HH_3757,2 personas,Fortuna,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Alcorcon,city
HH_3758,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,yes
HH_3759,4 personas,Fortuna,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,yes
HH_3760,2 personas,Norte,Otro tipo de hogar,Otro tipo de hogar,2,,yes
HH_3761,3 personas,Sur,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,3,,yes
HH_3762,2 personas,Polvoranca,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Madrid,city
HH_3763,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Fuenlabrada,city
HH_3764,3 personas,Sur,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,yes
HH_3765,2 personas,Polvoranca,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Madrid,city
HH_3766,4 personas,Fortuna,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,yes
HH_3767,1 persona,Fortuna,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,,yes
HH_3768,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Getafe norte,city
