household_id,number_persons,district,household_type_theoretical,household_type_generated,member_count,nucleus_member_refs,house_building_name,house_building_type
HH_2871,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_7364|Person_7365|Person_7366|Person_7367,,semidetached_house
HH_2872,3 personas,San Nicasio,Otro tipo de hogar,Otro tipo de hogar,3,Person_7368|Person_7369|Person_7370,,yes
HH_2873,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7371|Person_7372,,apartments
HH_2874,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_7373|Person_7374|Person_7375|Person_7376,,residential
HH_2875,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7377|Person_7378,,yes
HH_2876,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_7379,Extremadura,city
HH_2877,1 persona,Zarzaquemada,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Person_7380,,apartments
HH_2878,2 personas,San Nicasio,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Person_7381|Person_7382,,semidetached_house
HH_2879,3 personas,Norte,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),3,Person_7383|Person_7384|Person_7385,Madrid,city
HH_2880,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_7386|Person_7387|Person_7388,,apartments
HH_2881,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7389|Person_7390,,yes
HH_2882,1 persona,Carrascal,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_7391,Mostoles,city
HH_2883,1 persona,Carrascal,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_7392,Getafe norte,city
HH_2884,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7393|Person_7394,,apartments
HH_2885,3 personas,Fortuna,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,3,Person_7395|Person_7396|Person_7397,,yes
HH_2886,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_7398|Person_7399|Person_7400|Person_7401,Fuenlabrada,city
HH_2887,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_7402|Person_7403|Person_7404|Person_7405,Mostoles,city
HH_2888,1 persona,Norte,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_7406,,yes
HH_2889,5 o mas personas,Carrascal,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Person_7407|Person_7408|Person_7409|Person_7410|Person_7411,,house
HH_2890,3 personas,Fortuna,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Person_7412|Person_7413|Person_7414,,yes
HH_2891,3 personas,Sur,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Person_7415|Person_7416|Person_7417,,apartments
HH_2892,1 persona,Sur,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,Person_7418,,yes
HH_2893,1 persona,San Nicasio,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Person_7419,,semidetached_house
HH_2894,1 persona,Zarzaquemada,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,Person_7420,Fuenlabrada,city
HH_2895,1 persona,San Nicasio,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_7421,,semidetached_house
HH_2896,3 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_7422|Person_7423|Person_7424,,semidetached_house
HH_2897,1 persona,Carrascal,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Person_7425,,yes
HH_2898,1 persona,Norte,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Person_7426,,yes
HH_2899,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_7427|Person_7428|Person_7429|Person_7430,,house
HH_2900,5 o mas personas,Carrascal,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Person_7431|Person_7432|Person_7433|Person_7434|Person_7435,,yes
HH_2901,2 personas,Fortuna,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,Person_7436|Person_7437,,yes
HH_2902,3 personas,Sur,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Person_7438|Person_7439|Person_7440,,yes
HH_2903,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_7441|Person_7442|Person_7443|Person_7444,Madrid,city
HH_2904,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7445|Person_7446,Madrid,city
HH_2905,1 persona,Fortuna,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Person_7447,,residential
HH_2906,1 persona,San Nicasio,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Person_7448,,semidetached_house
HH_2907,4 personas,Norte,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,Person_7449|Person_7450|Person_7451|Person_7452,,apartments
HH_2908,1 persona,San Nicasio,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Person_7453,Madrid,city
HH_2909,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_7454|Person_7455|Person_7456,,residential
HH_2910,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_7457|Person_7458|Person_7459,,residential
HH_2911,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_7460,,residential
HH_2912,4 personas,Carrascal,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,4,Person_7461|Person_7462|Person_7463|Person_7464,,apartments
HH_2913,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7465|Person_7466,Madrid,city
HH_2914,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7467|Person_7468,,apartments
HH_2915,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_7469|Person_7470|Person_7471,,semidetached_house
HH_2916,3 personas,Carrascal,Otro tipo de hogar,Otro tipo de hogar,3,Person_7472|Person_7473|Person_7474,,apartments
HH_2917,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_7475|Person_7476|Person_7477|Person_7478,,yes
HH_2918,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7479|Person_7480,,yes
HH_2919,5 o mas personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,Person_7481|Person_7482|Person_7483|Person_7484|Person_7485,,apartments
HH_2920,5 o mas personas,Zarzaquemada,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Person_7486|Person_7487|Person_7488|Person_7489|Person_7490,,apartments
HH_2921,5 o mas personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,Person_7491|Person_7492|Person_7493|Person_7494|Person_7495,,yes
HH_2922,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_7496|Person_7497|Person_7498|Person_7499,,yes
HH_2923,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7500|Person_7501,,yes
HH_2924,1 persona,San Nicasio,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_7502,,house
HH_2925,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_7503|Person_7504|Person_7505|Person_7506,,residential
HH_2926,2 personas,Polvoranca,Otro tipo de hogar,Otro tipo de hogar,2,Person_7507|Person_7508,Mostoles,city
HH_2927,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7509|Person_7510,,residential
HH_2928,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_7511|Person_7512|Person_7513|Person_7514,Fuenlabrada,city
HH_2929,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7515|Person_7516,Madrid,city
HH_2930,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Person_7517|Person_7518|Person_7519,,apartments
HH_2931,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_7520|Person_7521|Person_7522|Person_7523,Madrid,city
HH_2932,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7524|Person_7525,,residential
HH_2933,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_7526|Person_7527|Person_7528|Person_7529,,residential
HH_2934,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7530|Person_7531,,yes
HH_2935,2 personas,Sur,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,Person_7532|Person_7533,,apartments
HH_2936,1 persona,Sur,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_7534,,yes
HH_2937,3 personas,Carrascal,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,3,Person_7535|Person_7536|Person_7537,Madrid,city
HH_2938,5 o mas personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,Person_7538|Person_7539|Person_7540|Person_7541|Person_7542,Mostoles,city
HH_2939,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Person_7543|Person_7544|Person_7545,,yes
HH_2940,5 o mas personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,Person_7546|Person_7547|Person_7548|Person_7549|Person_7550,Getafe norte,city
HH_2941,2 personas,Sur,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Person_7551|Person_7552,,house
HH_2942,4 personas,San Nicasio,Otro tipo de hogar,Otro tipo de hogar,4,Person_7553|Person_7554|Person_7555|Person_7556,,semidetached_house
HH_2943,5 o mas personas,Zarzaquemada,Otro tipo de hogar,Otro tipo de hogar,5,Person_7557|Person_7558|Person_7559|Person_7560|Person_7561,,residential
HH_2944,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7562|Person_7563,Madrid,city
HH_2945,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7564|Person_7565,,yes
HH_2946,5 o mas personas,Norte,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Person_7566|Person_7567|Person_7568|Person_7569|Person_7570,,yes
HH_2947,1 persona,Carrascal,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Person_7571,,house
HH_2948,2 personas,Norte,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Person_7572|Person_7573,,yes
HH_2949,2 personas,Polvoranca,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Person_7574|Person_7575,,house
HH_2950,3 personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_7576|Person_7577|Person_7578,,yes
HH_2951,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7579|Person_7580,Alcorcon,city
HH_2952,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_7581|Person_7582|Person_7583|Person_7584,,yes
HH_2953,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_7585|Person_7586|Person_7587,,apartments
HH_2954,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Person_7588|Person_7589|Person_7590,,yes
HH_2955,5 o mas personas,Zarzaquemada,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Person_7591|Person_7592|Person_7593|Person_7594|Person_7595,,residential
HH_2956,2 personas,Polvoranca,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7596|Person_7597,,semidetached_house
HH_2957,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7598|Person_7599,Madrid,city
HH_2958,1 persona,San Nicasio,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_7600,,house
HH_2959,1 persona,Zarzaquemada,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Person_7601,,residential
HH_2960,3 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_7602|Person_7603|Person_7604,,detached
HH_2961,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7605|Person_7606,Madrid,city
HH_2962,2 personas,Fortuna,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Person_7607|Person_7608,,yes
HH_2963,1 persona,Zarzaquemada,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Person_7609,,residential
HH_2964,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7610|Person_7611,,yes
HH_2965,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7612|Person_7613,,yes
HH_2966,3 personas,Zarzaquemada,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,3,Person_7614|Person_7615|Person_7616,Madrid,city
HH_2967,5 o mas personas,Sur,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Person_7617|Person_7618|Person_7619|Person_7620|Person_7621,Madrid,city
HH_2968,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_7622|Person_7623|Person_7624|Person_7625,Madrid,city
HH_2969,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_7626,,apartments
HH_2970,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Person_7627|Person_7628|Person_7629,Alcorcon,city
HH_2971,1 persona,Polvoranca,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_7630,,house
HH_2972,3 personas,Carrascal,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Person_7631|Person_7632|Person_7633,,residential
HH_2973,2 personas,Polvoranca,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7634|Person_7635,Getafe norte,city
HH_2974,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7636|Person_7637,,apartments
HH_2975,2 personas,Norte,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7638|Person_7639,,apartments
HH_2976,1 persona,San Nicasio,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_7640,,terrace
HH_2977,4 personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_7641|Person_7642|Person_7643|Person_7644,,apartments
HH_2978,4 personas,San Nicasio,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,Person_7645|Person_7646|Person_7647|Person_7648,,terrace
HH_2979,5 o mas personas,Carrascal,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Person_7649|Person_7650|Person_7651|Person_7652|Person_7653,Madrid,city
HH_2980,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_7654|Person_7655|Person_7656|Person_7657,Madrid,city
HH_2981,5 o mas personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,Person_7658|Person_7659|Person_7660|Person_7661|Person_7662,,yes
HH_2982,5 o mas personas,Sur,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Person_7663|Person_7664|Person_7665|Person_7666|Person_7667,,yes
HH_2983,3 personas,Carrascal,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Person_7668|Person_7669|Person_7670,,semidetached_house
HH_2984,2 personas,Polvoranca,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,Person_7671|Person_7672,Madrid,city
HH_2985,1 persona,Carrascal,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_7673,,semidetached_house
HH_2986,2 personas,Norte,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7674|Person_7675,Alcorcon,city
HH_2987,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_7676|Person_7677|Person_7678,,semidetached_house
HH_2988,4 personas,Zarzaquemada,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,Person_7679|Person_7680|Person_7681|Person_7682,,residential
HH_2989,5 o mas personas,San Nicasio,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Person_7683|Person_7684|Person_7685|Person_7686|Person_7687,Madrid,city
HH_2990,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_7688|Person_7689|Person_7690|Person_7691,,house
HH_2991,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_7692|Person_7693|Person_7694,,apartments
HH_2992,4 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Person_7695|Person_7696|Person_7697|Person_7698,Madrid,city
HH_2993,5 o mas personas,Fortuna,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Person_7699|Person_7700|Person_7701|Person_7702|Person_7703,,yes
HH_2994,3 personas,Sur,Otro tipo de hogar,Otro tipo de hogar,3,Person_7704|Person_7705|Person_7706,Fuenlabrada,city
HH_2995,1 persona,Zarzaquemada,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Person_7707,,residential
HH_2996,3 personas,Norte,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,3,Person_7708|Person_7709|Person_7710,,apartments
HH_2997,5 o mas personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,Person_7711|Person_7712|Person_7713|Person_7714|Person_7715,Mostoles,city
HH_2998,3 personas,San Nicasio,Otro tipo de hogar,Otro tipo de hogar,3,Person_7716|Person_7717|Person_7718,Madrid,city
HH_2999,5 o mas personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,Person_7719|Person_7720|Person_7721|Person_7722|Person_7723,Alcorcon,city
HH_3000,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7724|Person_7725,,apartments
HH_3001,4 personas,Norte,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,Person_7726|Person_7727|Person_7728|Person_7729,,apartments
HH_3002,4 personas,Norte,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,Person_7730|Person_7731|Person_7732|Person_7733,,yes
HH_3003,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7734|Person_7735,,residential
HH_3004,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Person_7736,,apartments
HH_3005,2 personas,San Nicasio,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,Person_7737|Person_7738,,yes
HH_3006,3 personas,Carrascal,Otro tipo de hogar,Otro tipo de hogar,3,Person_7739|Person_7740|Person_7741,,apartments
HH_3007,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7742|Person_7743,,semidetached_house
HH_3008,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7744|Person_7745,Madrid,city
HH_3009,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7746|Person_7747,Mostoles,city
HH_3010,1 persona,Zarzaquemada,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Person_7748,Alcorcon,city
HH_3011,3 personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Person_7749|Person_7750|Person_7751,,yes
HH_3012,2 personas,Zarzaquemada,Otro tipo de hogar,Otro tipo de hogar,2,Person_7752|Person_7753,,residential
HH_3013,2 personas,Fortuna,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Person_7754|Person_7755,Madrid,city
HH_3014,3 personas,Zarzaquemada,Otro tipo de hogar,Otro tipo de hogar,3,Person_7756|Person_7757|Person_7758,Mostoles,city
HH_3015,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7759|Person_7760,,yes
HH_3016,4 personas,Sur,Otro tipo de hogar,Otro tipo de hogar,4,Person_7761|Person_7762|Person_7763|Person_7764,,yes
HH_3017,1 persona,San Nicasio,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Person_7765,,residential
HH_3018,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Person_7766|Person_7767,,house
HH_3019,3 personas,Polvoranca,Otro tipo de hogar,Otro tipo de hogar,3,Person_7768|Person_7769|Person_7770,Mostoles,city
HH_3020,4 personas,Sur,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,4,Person_7771|Person_7772|Person_7773|Person_7774,,residential
